,output_ID,flooded,alerts,t_EB_rate,risk
422,80318.0,0.0,0.0,0.08025208133160877,low
423,80318.0,0.125,0.25,0.10613588596888247,low
424,80318.0,0.0,0.0,0.39146326964516925,medium
425,80334.0,0.0,0.0,0.014638829814336455,low
426,80334.0,0.0,0.0,0.00888392623948113,low
427,80334.0,0.3333333333333333,0.3333333333333333,0.15292658915651558,medium
428,80334.0,0.0,0.0,0.12732878596669103,low
429,80334.0,0.0,0.0,0.38994825779594045,medium
430,104165.0,0.0,0.0,0.017661327090512543,low
431,104165.0,0.0,0.0,0.011406179038717537,low
432,104165.0,0.0,0.0,0.16316246010942642,medium
433,104165.0,0.0,0.0,0.18355776762310472,medium
434,104165.0,0.0,0.0,0.5842664360065121,high
435,80490.0,0.0,0.0,0.017082436281934846,low
436,80490.0,0.0,0.0,0.010737664982643579,low
437,80490.0,0.0,0.0,0.17199059972371925,medium
438,80490.0,0.125,0.125,0.19348942468918412,medium
439,80490.0,0.0,0.0,0.5978164956444622,high
440,80564.0,0.0,0.0,0.019376646454547793,low
441,80564.0,0.0,0.0,0.012391255041570647,low
442,80564.0,0.0,0.0,0.1467151250062956,low
443,80564.0,0.0,0.0,0.1650545156320826,medium
444,80564.0,0.0,0.0,0.5341749894179308,high
445,80648.0,0.0,0.0,0.020318661729659463,low
446,80648.0,0.016129032258064516,0.016129032258064516,0.020307398605243637,low
447,80648.0,0.0,0.0,0.1892996829294956,medium
448,80648.0,0.125,0.125,0.25035474754020054,medium
449,80648.0,0.0,0.0,0.7606146016178037,high
450,100867.0,0.0,0.0,0.01621832764922672,low
451,100867.0,0.0,0.0,0.010712331778833685,low
452,100867.0,0.0,0.0,0.17939337899559984,medium
453,100867.0,0.25,0.375,0.23196071383101405,medium
454,100867.0,0.0,0.0,0.5581702245987775,high
455,80758.0,0.037037037037037035,0.07407407407407407,0.03148748467471429,low
456,80758.0,0.0,0.0,0.007970288543293343,low
457,80758.0,0.0,0.0,0.0896805977405119,low
458,80758.0,0.0,0.0,0.10089067245807591,low
459,80758.0,0.0,0.0,0.3763221252000286,medium
460,80806.0,0.0,0.0,0.014637825358108593,low
461,80806.0,0.03225806451612903,0.03225806451612903,0.017941199857035427,low
462,80806.0,0.0,0.0,0.15461191404294353,medium
463,80806.0,0.0,0.0,0.1479592279826417,low
464,80806.0,0.0,0.0,0.4906770092391979,high
465,80919.0,0.037037037037037035,0.037037037037037035,0.027777198228105985,low
466,80919.0,0.016129032258064516,0.016129032258064516,0.012197152686492914,low
467,80919.0,0.0,0.0,0.13571040095312414,low
468,80919.0,0.0,0.0,0.12987101465325557,low
469,80919.0,0.0,0.0,0.4320351645961607,high
470,80920.0,0.0,0.0,0.012159846903194164,low
471,80920.0,0.016129032258064516,0.016129032258064516,0.010811861692731298,low
